month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202110,22001,"acadia, la",174500,-0.0935,0.0906,68,0.0149,-0.2093,74,-0.063291139,-0.186813187,28,1.3333,0.4,0,,,28,0.4,0.75,48,0.1163,0,90.7971864,0.0411,0.0488,1830,-0.0746,0.0861,208739.3108,-0.013,0.0531,116,0.0545,-0.1343,0.705882353,0.0641,0.1477
202110,51107,"loudoun, va",639000,0.0143,0.0652,456,-0.0934,-0.0617,33,0.047619048,-0.083333333,408,-0.25,-0.1905,28,-0.3,-0.72,144,-0.1818,0.0909,731,-0.0793,-0.1967,255.5555556,-0.0047,0.1141,2486,0.0075,-0.0504,824949.5184,0.0219,0.0752,1187,-0.0848,-0.1497,1.603070175,0.0245,-0.2694
202110,9001,"fairfield, ct",849999,0.0012,0.1888,2812,-0.0689,-0.5233,64,0.05785124,0.254901961,1244,-0.0342,-0.2916,48,0.3333,-0.5714,628,-0.0977,-0.296,2483,-0.0534,13.6923,357.0365963,-0.0119,0.2673,2400,-0.0033,-0.0957,1888043,0.0251,0.2853,5295,-0.0617,-0.1274,0.883001422,0.0145,0.8544
202110,51095,"james city, va",425000,-0.0173,-0.0339,389,-0.0299,-0.5095,36,0.014084507,-0.409836066,296,0.2131,0.0882,12,-0.25,-0.7273,100,0.5625,-0.1379,326,-0.0121,-0.185,185.4443667,0.0096,0.1084,2400,-0.0266,-0.0871,560423.8768,-0.007,0.0793,715,-0.0219,-0.4007,0.838046272,0.0151,0.3336
202110,6007,"butte, ca",449000,0.0322,0.1253,358,0.0377,0.056,46,-0.089108911,-0.06122449,168,-0.2632,-0.1765,4,,-0.5,148,0.3704,0.9474,295,0.0351,-0.081,263.9696647,0.0331,0.1477,1703,0.0068,-0.0257,536080.3852,0.0776,0.132,653,0.0365,-0.0106,0.824022346,-0.0021,-0.1229
202110,53035,"kitsap, wa",599000,0.0204,0.2505,306,-0.0065,-0.1818,37,0.027777778,0.15625,316,0.0128,-0.092,8,-0.3333,-0.3333,124,0.1923,0.1481,613,-0.0496,-0.0655,284.0909091,0.0277,0.1283,2057,-0.0022,0.041,734549.2019,0.0129,0.0549,919,-0.0357,-0.1078,2.003267974,-0.0909,0.2493
202110,39147,"seneca, oh",125000,-0.0487,0.1905,112,-0.0588,0.0874,67,0.31372549,-0.211764706,40,-0.1667,0,16,0,0.3333,52,0.3,0.625,119,0.0259,0.1667,86.47058824,0.0003,0.236,1518,-0.0203,-0.0269,153786.5,-0.0795,-0.0642,231,-0.017,0.1268,1.0625,0.0877,0.0722
202110,36013,"chautauqua, ny",154900,-0.0465,-0.0304,445,0.0023,-0.1359,380,0.090387374,22.75,108,-0.069,-0.2059,4,,,64,0.7778,-0.36,128,-0.0448,-0.1847,96.8722467,-0.0543,0.0243,1588,0,-0.0228,214790.9247,-0.0475,-0.047,573,-0.0087,-0.1473,0.287640449,-0.0142,-0.0172
202110,25027,"worcester, ma",409900,-0.0506,0.025,924,-0.0118,-0.1183,29,0,-0.033333333,828,-0.0505,-0.0327,20,0,-0.4444,296,0,0.0725,304,0.0935,-0.1314,234.006734,-0.0074,0.1024,1797,-0.0255,-0.0874,488481.6482,-0.0251,-0.0226,1228,0.0124,-0.1216,0.329004329,0.0317,-0.005
202110,12055,"highlands, fl",255000,0,0.3717,272,0.0502,-0.1111,52,0.094736842,-0.103448276,136,0.0625,0.0303,16,0.3333,1,56,0,0.0769,293,-0.0233,-0.0135,155.9241164,0.0214,0.2765,1572,-0.0245,0.0083,326298.1296,-0.0077,0.3809,565,0.0107,-0.063,1.077205882,-0.0811,0.1066
202110,6057,"nevada, ca",579000,0.0114,0.007,645,0.0626,-0.0903,85,-0.060773481,-0.114583333,236,0,-0.1918,4,0,-0.5,128,-0.0303,0.2308,418,-0.0188,-0.268,297.0633169,0.0164,0.0835,2012,-0.001,-0.0724,879846.5109,-0.0207,0.0405,1063,0.029,-0.1695,0.648062016,-0.0538,-0.1573
202110,31055,"douglas, ne",274500,-0.0195,-0.0368,785,0.0208,-0.0285,35,0.060606061,-0.186046512,748,0.0331,0.0747,20,0,-0.6429,248,0.1698,0.4419,1563,-0.0151,-0.116,143.4511435,0,0.0589,1930,0.0023,-0.0113,364124.886,0,-0.0472,2348,-0.0034,-0.0885,1.991082803,-0.0726,-0.197
202110,25021,"norfolk, ma",714900,0.0214,0.0286,807,-0.0289,-0.3275,28,0.018181818,-0.222222222,656,-0.2442,-0.3021,28,-0.125,-0.2222,244,0.0167,-0.4135,226,0.1472,-0.218,378.3783784,0.0044,0.0386,1917,-0.0078,-0.0067,1053240.004,0.0073,-0.0126,1033,0.0049,-0.3062,0.280049566,0.043,0.0392
202110,36085,"richmond, ny",675000,0,0.125,1222,-0.0505,-0.2709,64,0.066666667,0.122807018,464,-0.1077,-0.1594,16,0,-0.3333,316,-0.0125,-0.4698,582,0.0283,-0.0777,401.3327275,-0.0054,0.0503,1552,-0.0051,0.0601,784056.5715,-0.0159,0.1158,1804,-0.0264,-0.218,0.476268412,0.0365,0.0998
202110,28033,"desoto, ms",349000,-0.0328,0.0265,343,0.7772,0.4784,16,-0.483870968,-0.567567568,220,0.3095,0.3415,16,1,-0.3333,36,-0.1,-0.4,1406,0.8283,0.8379,144.0996325,0.0208,0.2493,2458,-0.0294,-0.0546,383865.6453,-0.0164,0.0699,1749,0.8181,0.7543,4.099125364,0.1147,0.8017
202110,36061,"new york, ny",1500000,0,0.0791,12562,0.1038,-0.0234,54,0.384615385,-0.142857143,2908,-0.3089,-0.387,220,0.3415,2.9286,1976,0.0624,-0.2412,6626,-0.005,1.277,956.5217391,-0.0055,0.0301,723,-0.0062,0.0028,3382918.277,0.0012,0.2288,19188,0.0636,0.2165,0.52746378,-0.0576,0.3012
202110,42013,"blair, pa",149900,-0.0073,0,160,0.0191,-0.3443,39,0.181818182,-0.204081633,80,-0.1667,-0.1667,0,,-1,72,0,-0.1429,17,0,0.3077,48.80434783,0.0493,0.1027,1241,0.0094,0.0342,199533.6614,0.0647,-0.0207,177,0.0172,-0.3113,0.10625,-0.002,0.053
202110,6013,"contra costa, ca",759000,-0.0206,0.0469,1129,-0.025,-0.1556,29,0.01754386,-0.064516129,1296,-0.027,-0.1025,56,0.5556,0.0769,280,-0.0667,-0.0909,1664,0.0323,-0.1942,465.2739308,-0.0085,0.0326,1741,-0.0133,-0.0246,1046661.721,-0.0381,-0.0387,2793,0.0083,-0.179,1.473870682,0.0818,-0.0706
202110,48265,"kerr, tx",548000,-0.0009,0.096,222,-0.022,-0.3509,46,0.010989011,-0.292307692,76,-0.2963,-0.2083,0,,-1,36,0,-0.3571,114,-0.0579,-0.0172,225.6097561,0.0094,0.1452,2268,-0.0024,-0.0942,1039929.044,0.0141,0.1115,336,-0.0345,-0.2664,0.513513514,-0.0195,0.1743
202110,26115,"monroe, mi",239900,-0.0317,0.043,196,-0.105,-0.0711,45,0.168831169,-0.134615385,136,-0.0811,0.2143,8,0,0,88,-0.2143,0.1579,249,-0.0846,-0.0604,143.9701174,-0.0276,0.0838,1660,-0.0224,-0.0487,287875.9077,-0.0064,0.1203,445,-0.0937,-0.0651,1.270408163,0.0284,0.0145
202110,55141,"wood, wi",159900,-0.0566,0,237,-0.0778,-0.1444,43,0.061728395,-0.085106383,92,-0.2333,0.0455,0,,,36,-0.25,-0.25,39,0.1471,0.2581,98.29508197,-0.0017,0.1102,1584,-0.0521,-0.1101,196056.8063,-0.0104,-0.0064,276,-0.0515,-0.1039,0.164556962,0.0323,0.0526
202110,26161,"washtenaw, mi",409875,0.0035,0.0046,565,-0.0974,-0.3535,52,0.155555556,-0.087719298,316,-0.0706,-0.2476,4,-0.6667,-0.9286,164,-0.0465,-0.2807,443,-0.1051,-0.0732,211.8644068,0.0005,0.0682,1881,0.0037,-0.077,542847.448,0.0195,0.1368,1008,-0.1008,-0.2544,0.784070796,-0.0067,0.2372
202110,51760,"richmond city, va",324990,0.05,-0.0284,284,-0.1125,-0.1262,37,-0.026315789,0.027777778,236,-0.0328,-0.0167,4,0,-0.6667,116,-0.1944,0.16,533,0.0057,-0.081,204.7225892,-0.0262,0.0184,1592,0.0338,-0.0856,397041.1795,-0.002,-0.1259,817,-0.0388,-0.0972,1.876760563,0.2205,0.0921
202110,13115,"floyd, ga",209000,-0.0254,-0.0275,242,-0.0122,-0.2798,49,-0.066666667,0.113636364,124,-0.1143,0.0333,4,0,0,80,0.3333,0.1111,272,-0.0389,0.1381,96.3081862,-0.0148,0.2247,1133,-0.0483,-0.0463,311545.1496,0.0065,0.1147,514,-0.0265,-0.1061,1.123966942,-0.0311,0.4127
202110,17095,"knox, il",108900,-0.053,0.1475,253,0.0285,-0.0996,857,0.038158692,0.738336714,52,0,0,0,,,44,-0.0833,1.2,140,0.0769,0.157,68.88888889,-0.0304,0.0496,1580,-0.018,-0.0025,148394.4828,-0.0259,-0.0022,393,0.0452,-0.0224,0.553359684,0.0249,0.1228
202110,13151,"henry, ga",350000,-0.0263,0.2968,633,0.055,-0.1159,35,0.09375,-0.166666667,612,0.1333,0.2645,56,-0.3333,-0.7813,128,-0.1795,-0.0588,1431,0.053,-0.0212,134.1606459,0.0229,0.3298,2109,-0.0186,0.0029,427637.9898,-0.0074,0.315,2064,0.0536,-0.0523,2.260663507,-0.0043,0.2188
202110,13051,"chatham, ga",325000,0.0191,-0.0149,566,-0.0752,-0.5424,43,0,-0.338461538,396,0,-0.161,56,-0.2632,-0.125,136,-0.1282,-0.6222,576,0.0159,0.0323,168.4990403,0.031,0.1074,1829,0.0184,-0.1147,541990.9442,0.0206,0.0982,1142,-0.0314,-0.3638,1.017667845,0.0912,0.5666
202110,13247,"rockdale, ga",310000,0.0352,0.2525,203,-0.0146,-0.1471,38,0.101449275,-0.155555556,196,0.0208,0.0889,16,0.3333,-0.3333,56,0.5556,-0.1765,391,-0.08,-0.1955,125.8241758,0.0455,0.3225,1828,0.0539,-0.0454,373939.7992,0.0537,0.3248,594,-0.0586,-0.1796,1.926108374,-0.137,-0.1159
202110,20161,"riley, ks",214000,-0.0251,0.0293,175,-0.0591,-0.1627,45,0.097560976,-0.318181818,72,-0.3077,-0.1429,0,,,60,-0.1176,0.0714,169,0.0629,0.2426,109.2371871,0.0223,0.0952,2082,0.0164,-0.0971,268097.4478,0.0155,0.0458,344,-0.0029,-0.0029,0.965714286,0.1109,0.315
202110,51003,"albemarle, va",611556,0.0194,0.0923,180,-0.1176,-0.4944,58,-0.033333333,-0.226666667,92,-0.1786,-0.1786,4,-0.5,-0.9167,36,-0.1818,-0.625,383,0.0079,0.0464,241.5572233,0.0428,0.1608,2458,-0.0148,-0.0524,904962.3059,0.0401,0.1482,563,-0.036,-0.2202,2.127777778,0.265,1.0997
202110,54055,"mercer, wv",119000,-0.0282,-0.2318,86,-0.0549,-0.363,74,0.147286822,-0.212765957,16,-0.4286,-0.4286,0,,,16,-0.3333,-0.4286,73,-0.0135,-0.0875,72.63636364,-0.0231,-0.122,1632,-0.0265,-0.04,195293.7375,-0.0274,-0.1552,159,-0.0364,-0.2605,0.848837209,0.0357,0.2562
202110,10005,"sussex, de",485000,0.0331,0.2468,784,0.009,-0.3488,58,0.01754386,-0.194444444,416,-0.0545,-0.0877,32,-0.1111,-0.8182,172,0,0,1410,-0.0202,-0.1449,219.6428571,0.0315,0.1928,2040,0.0167,0.02,613489.6203,0.023,0.0632,2194,-0.0099,-0.231,1.798469388,-0.0535,0.4289
202110,8037,"eagle, co",721500,-0.0925,-0.017,468,-0.0859,-0.3914,126,0.140271493,-0.165562914,68,-0.2273,-0.4516,16,3,1,32,-0.3333,-0.4667,247,-0.1875,-0.4511,325.7790368,-0.1758,-0.3011,1800,-0.0129,0.1118,2320140.974,-0.0884,0.0021,715,-0.1238,-0.4135,0.527777778,-0.066,-0.0574
202110,48091,"comal, tx",504467,0.009,0.4352,738,-0.0403,-0.3819,45,0.184210526,-0.117647059,472,-0.0635,-0.2436,36,-0.25,-0.8125,260,0.1207,-0.1558,1051,-0.0463,-0.2014,219.1016652,0.0098,0.2921,2382,-0.0063,0.0425,658302.0799,0.0004,0.3456,1789,-0.0438,-0.2873,1.424119241,-0.0089,0.3219
202110,50023,"washington, vt",279900,-0.0576,-0.0654,112,0,-0.4074,60,0.090909091,-0.076923077,52,-0.0714,0,0,-1,,28,0.1667,-0.3,94,-0.1607,-0.2713,173.6111111,-0.1017,0.0417,1794,0.0467,-0.0033,442110.8372,-0.0375,0.0968,206,-0.0804,-0.3522,0.839285714,-0.1607,0.1567
202110,1009,"blount, al",249900,-0.0813,0.1364,67,0.0635,0.1552,48,0.103448276,-0.333333333,40,0.1111,1,0,,,24,0.2,0.5,73,-0.0135,-0.0267,124.298316,-0.0578,0.2192,1815,-0.0136,-0.1735,297272.2771,-0.0451,0.1098,140,0.0219,0.0526,1.089552239,-0.0851,-0.2036
202110,35013,"dona ana, nm",285000,0.0197,0.2,717,-0.0688,0.0544,56,0.12,0.217391304,228,0.1176,-0.1493,4,-0.5,-0.5,80,0.0526,0,36,0.5,3.5,143.9979392,0.0015,0.1416,1992,0.0289,0.0071,339664.7516,0.024,0.1204,753,-0.0516,0.0945,0.050209205,0.019,0.0384
202110,12099,"palm beach, fl",497000,0.0248,0.2456,4011,-0.0524,-0.5938,47,-0.040816327,-0.356164384,2452,0.0033,-0.2623,212,0.5143,-0.0364,964,0.0343,-0.5487,5386,0.0092,-0.1111,283.1594635,0.0187,0.2451,1640,-0.003,0.0012,1731360.314,0.0804,0.4236,9397,-0.0181,-0.4103,1.34280728,0.082,0.7292
202110,51650,"hampton city, va",234800,0.0187,0.0821,307,-0.0032,0.0166,25,-0.074074074,-0.137931034,232,0.0741,0.0741,24,0.5,1,76,-0.0952,0.3571,44,-0.1698,-0.3016,149.3055556,0.0086,0.11,1554,-0.0146,-0.0251,265344.5368,0.0224,0.1157,351,-0.0277,-0.0384,0.143322476,-0.0288,-0.0653
202110,41003,"benton, or",543670,0.0719,0.1118,104,0.0505,-0.1034,37,-0.119047619,-0.244897959,84,-0.087,0.75,12,-0.25,0.5,20,0,-0.2857,147,-0.1503,0.0068,256.9805195,-0.0027,0.121,2038,0.0356,-0.0244,714661.9483,0.155,0.2218,251,-0.0772,-0.042,1.413461538,-0.334,0.1548
202110,55017,"chippewa, wi",253725,-0.0422,0.1277,170,0.0059,-0.2273,43,-0.011494253,-0.065217391,56,-0.3,-0.2632,0,,,28,-0.4167,-0.3,6,0,-0.4,150.4411002,-0.0015,0.2451,1695,-0.0041,-0.0838,311092.3422,-0.0747,0.1019,176,0.0057,-0.2348,0.035294118,-0.0002,-0.0102
202110,23001,"androscoggin, me",260000,-0.0877,0.0883,119,-0.0403,-0.162,30,0.090909091,0.034482759,92,-0.08,-0.0417,4,,,36,-0.1818,0,68,-0.0286,-0.0933,163.5174419,-0.0362,0.1904,1624,-0.0049,-0.0246,323446.05,-0.0195,0.2025,187,-0.0361,-0.1382,0.571428571,0.0069,0.0433
202110,53077,"yakima, wa",370000,0.0002,0.0728,264,-0.0469,0.1579,38,0.310344828,0.1875,188,-0.254,0.3824,4,,,104,0.04,0.8571,332,-0.0432,0.1293,209.0592334,0.0111,0.1638,1824,-0.0191,-0.0632,415024.7828,0.001,0.008,596,-0.0449,0.1418,1.257575758,0.0049,-0.0319
202110,42103,"pike, pa",269000,-0.0358,0.0764,343,-0.0878,0.0652,67,0.185840708,0.155172414,136,0,-0.1053,8,0,1,112,-0.0345,0.5556,339,-0.0145,-0.189,124.78602,0.0107,0.1224,2160,-0.0314,-0.0182,336524.5654,-0.0056,-0.0186,682,-0.0528,-0.0784,0.988338192,0.0734,-0.3098
202110,48397,"rockwall, tx",424900,-0.0153,0.19,247,-0.05,-0.2305,32,-0.098591549,-0.304347826,172,-0.2456,-0.1042,56,2.5,0.4,72,-0.1818,-0.0526,393,0,0.0593,178.7354159,0.0006,0.2601,2498,0.0181,-0.0173,561364.457,-0.0032,0.1637,640,-0.0199,-0.0751,1.591093117,0.0796,0.4353
202110,42015,"bradford, pa",165000,-0.0288,0.0319,288,-0.0137,-0.1554,371,0.092783505,16.66666667,60,0.3636,0.1538,0,,,28,0.1667,-0.2222,187,-0.0788,-0.1382,91.12058938,-0.0237,0.0479,1872,-0.0178,0.0412,224034.2887,-0.0252,0.127,475,-0.0404,-0.1487,0.649305556,-0.0459,0.0129
202110,1125,"tuscaloosa, al",280000,-0.0259,0.0773,433,-0.027,-0.3961,51,0.040816327,-0.3625,240,0.0345,0.0345,12,,-0.6667,80,-0.1667,-0.3939,463,-0.0551,-0.0992,147.0849528,-0.0098,0.06,1868,0.0208,0.0686,406106.5523,-0.0458,0.072,896,-0.0417,-0.2721,1.069284065,-0.0318,0.3524
202110,21113,"jessamine, ky",375000,-0.0225,0.0223,72,-0.0649,-0.1529,63,0.115044248,-0.136986301,36,-0.1818,0.125,8,,-0.3333,20,0.25,0.6667,196,-0.0392,-0.305,163.9081365,0.0087,0.1539,2286,-0.055,-0.1194,586386.14,-0.0187,-0.0075,268,-0.0463,-0.2698,2.722222222,0.0729,-0.5954
202110,32005,"douglas, nv",898000,-0.0276,0.0334,182,0.1974,0.2639,41,-0.136842105,-0.267857143,116,0.6111,0.2609,4,,0,56,0.2727,0.4,155,-0.0313,-0.2922,433.3895447,0.0825,0.1514,2186,-0.0718,-0.1524,2374925.475,0.1113,-0.0385,337,0.0801,-0.0716,0.851648352,-0.201,-0.6692
202110,34035,"somerset, nj",525000,-0.0454,-0.0947,684,-0.0339,-0.3871,44,0.023255814,0.047619048,416,0.1429,-0.218,8,0,-0.3333,108,0.0385,-0.5846,517,-0.1086,4.3854,0,,,0,,,854560.3742,0.0073,0.0709,1201,-0.0675,-0.0091,0.755847953,-0.0634,0.6698
202110,12091,"okaloosa, fl",409000,0.0238,0.0995,732,-0.0381,-0.1634,47,0.119047619,-0.175438596,388,-0.049,0,48,0.3333,-0.1429,200,-0.0196,0.0638,4,1,0,233.9760292,0.024,0.0139,1830,-0.0027,0.0487,714098.9106,0.0226,0.1746,736,-0.0354,-0.1627,0.005464481,0.0028,0.0009
202110,45045,"greenville, sc",364900,-0.0204,0.2143,877,0.0023,-0.4153,49,0.053763441,-0.125,580,0.0507,-0.0333,136,1,-0.1282,260,-0.1333,-0.4583,1851,-0.017,0.1137,0,,,0,,,489034.7208,-0.0047,0.1644,2728,-0.0109,-0.1373,2.110604333,-0.0414,1.0026
202110,42095,"northampton, pa",320000,-0.0587,-0.005,452,-0.0131,-0.23,29,-0.107692308,-0.09375,324,-0.1563,-0.1735,28,0.1667,2.5,140,-0.0541,-0.2857,150,-0.0385,0.0067,160.7996523,0.0022,0.0377,1998,-0.0315,0.0096,398209.3252,-0.0358,-0.043,602,-0.0195,-0.1821,0.331858407,-0.0088,0.078
202110,17141,"ogle, il",189500,0.0023,0.1633,125,-0.0672,-0.4493,45,0,-0.224137931,60,-0.2857,-0.1176,0,,,24,-0.5,-0.7,152,-0.1364,0.0483,104.8136646,0.11,0.2198,1767,-0.0183,-0.07,246238.8811,0.0268,0.1669,277,-0.1065,-0.2554,1.216,-0.0974,0.5772
202110,46083,"lincoln, sd",306900,0.0078,0.116,295,-0.1033,-0.2607,49,0.166666667,0,92,-0.2069,0.2105,0,-1,,12,-0.4,-0.625,0,-1,,179.5689268,0.0144,0.199,1666,0,-0.0821,395482.7316,-0.0074,0.101,295,-0.1061,-0.2607,0,-0.003,0
202110,48029,"bexar, tx",308500,0.0073,0.1,3058,-0.0444,-0.237,42,0.090909091,-0.16,2172,-0.0163,0.0442,260,0.0317,-0.4672,1140,-0.1284,-0.1493,4422,-0.0441,-0.0079,164.4736842,0.0094,0.1553,1929,-0.011,-0.0744,403047.7968,0.017,0.0585,7480,-0.0442,-0.1164,1.446043165,0.0004,0.334
202110,47009,"blount, tn",399000,0.0245,0.1403,146,-0.0135,-0.3178,39,0,-0.22,84,-0.2222,-0.3226,4,,0,60,-0.2857,-0.1667,338,-0.0398,-0.1129,190.0822199,0.0347,0.2376,2192,-0.0108,-0.0576,634302.9251,-0.0237,0.2308,484,-0.032,-0.1866,2.315068493,-0.0633,0.5347
202110,47149,"rutherford, tn",399900,-0.0386,0.1762,302,-0.0351,-0.3721,17,0.307692308,-0.260869565,384,-0.1193,-0.0588,28,-0.3636,-0.7308,84,0,-0.125,277,-0.0142,-0.1631,201.0359508,0.0208,0.2872,2142,-0.0253,-0.0334,536474.9538,-0.0003,0.3301,579,-0.0253,-0.2869,0.917218543,0.0195,0.2291
202110,48361,"orange, tx",197300,-0.013,-0.013,350,0.0294,-0.1803,56,0.076923077,-0.356321839,100,0.0417,-0.0741,0,,,100,0.7857,0.5625,26,-0.2778,-0.1034,104.1087963,-0.0092,0.0704,1890,-0.012,-0.0396,227644.8486,-0.0262,0.04,376,0,-0.1754,0.074285714,-0.0316,0.0064
202110,54033,"harrison, wv",155000,-0.0578,0.034,137,0.1322,-0.1543,65,0.048387097,-0.029850746,40,-0.0909,-0.2857,0,,,56,0.75,0.1667,97,-0.0396,-0.0583,93.22916667,-0.0466,0.017,1500,-0.0718,-0.0506,216670.2667,-0.0294,0.1315,234,0.0541,-0.117,0.708029197,-0.1267,0.0722
202110,42085,"mercer, pa",145000,0.0432,-0.0268,150,0.049,-0.2647,50,0,-0.305555556,60,-0.1176,0.1538,0,,-1,44,-0.0833,-0.1538,162,-0.0581,-0.0241,0,,,0,,,236126.2365,-0.0345,0.1113,312,-0.0095,-0.1568,1.08,-0.1228,0.2663
202110,55089,"ozaukee, wi",449900,-0.0427,-0.1479,119,-0.0916,-0.4195,48,0.021276596,-0.157894737,68,-0.2609,-0.1053,0,,,36,0,-0.4706,165,0.0313,-0.0571,208.851017,0.0095,0.1182,1800,-0.0403,-0.1346,510108.5789,-0.0415,-0.1188,284,-0.0241,-0.2526,1.386554622,0.1652,0.5329
202110,45059,"laurens, sc",291930,0.0334,0.3578,93,-0.0106,-0.1913,45,0.071428571,-0.1,68,0.1333,0.1333,28,-0.4167,6,16,-0.2,0.3333,194,0.0899,0.2278,0,,,0,,,340132.024,0.0333,0.1908,287,0.0551,0.0513,2.086021505,0.1924,0.7121
202110,40119,"payne, ok",192000,-0.0274,-0.0327,195,0.0209,-0.0152,50,-0.074074074,-0.056603774,76,-0.05,-0.05,0,-1,,44,0.1,0.375,159,-0.1067,0.5,135.1351351,0,0.2404,1525,-0.0136,-0.1291,282482.9296,0.0516,0.0853,354,-0.0407,0.1645,0.815384615,-0.1166,0.28
202110,36037,"genesee, ny",169900,0.0146,0.1725,57,-0.0339,-0.1972,34,-0.042253521,-0.244444444,40,-0.1667,0.1111,0,,,16,-0.2,-0.5,67,-0.0147,-0.1928,111.5,0.0679,0.1571,1716,0.0639,0.1,231355.0541,0.0839,0.2743,124,-0.0236,-0.1948,1.175438596,0.0229,0.0064
202110,35025,"lea, nm",189900,-0.0055,-0.0262,148,0.0137,0.3097,74,0.064748201,0.174603175,48,0.0909,0.0909,4,0,,36,0.2857,0.5,125,-0.0602,0.3736,108.8390501,-0.0346,-0.0299,1799,-0.0025,-0.0421,221499.7455,-0.0377,-0.0241,273,-0.0215,0.3382,0.844594595,-0.0664,0.0393
202110,36111,"ulster, ny",383000,-0.0353,0.0216,1015,-0.0107,-0.2162,94,0.08045977,0.287671233,268,-0.1299,-0.2299,8,-0.3333,-0.6,216,0.1739,-0.1692,665,0.003,-0.3262,200.9009009,0.0042,0.0975,2004,-0.0118,-0.0309,614543.3312,0.0299,0.1651,1680,-0.0053,-0.2638,0.655172414,0.009,-0.107
202110,48231,"hunt, tx",260990,-0.0034,0.2028,179,0.1329,-0.0529,38,0.117647059,-0.095238095,120,0.2,0.3636,0,-1,-1,68,0.0625,-0.1053,211,-0.0746,0.1283,152.3887324,0.0114,0.2835,1676,0.0066,-0.0871,317011.7023,0.0214,0.321,390,0.0104,0.0372,1.17877095,-0.2643,0.1894
202110,48187,"guadalupe, tx",365000,0.0028,0.2171,552,0.026,-0.0417,49,0.152941176,-0.140350877,324,0.0125,0.209,48,-0.2,-0.52,152,-0.05,-0.2083,666,-0.0348,-0.0162,175.6764907,0.0101,0.2636,2246,0.0027,-0.0209,489767.1252,-0.0101,0.2998,1218,-0.0081,-0.0279,1.206521739,-0.076,0.0312
202110,36051,"livingston, ny",179900,-0.0403,-0.0527,59,-0.0635,-0.3516,29,0,-0.431372549,40,-0.1667,0.1111,0,,,16,-0.3333,-0.2,18,-0.1818,-0.2174,98.50961538,-0.0186,-0.0112,1768,-0.0243,-0.036,202818.5571,-0.0372,-0.1396,77,-0.0941,-0.3246,0.305084746,-0.0441,0.0523
202110,34041,"warren, nj",299900,-0.0553,0.003,356,-0.1033,-0.0964,51,0.096774194,0.5,164,-0.1087,-0.1961,4,0,-0.5,64,-0.3043,-0.2381,257,0.1223,22.3636,0,,,0,,,420472.0959,-0.0268,0.1646,613,-0.0208,0.5136,0.721910112,0.1451,0.694
202110,13295,"walker, ga",239900,-0.0105,0.0435,153,-0.1053,0.1168,47,0.342857143,0.119047619,88,-0.0435,0.0476,8,,,72,0,0.5,232,0.0357,0.3182,120.1421801,-0.066,0.0076,1650,0.0061,-0.0833,313083.1548,-0.013,0.0565,385,-0.0253,0.23,1.516339869,0.2064,0.2317
202110,1033,"colbert, al",172000,-0.0418,0.0124,122,0.0167,-0.0161,60,0.188118812,0.463414634,60,0.0714,0.25,0,,,32,0.1429,-0.2,106,-0.1719,52,95.62706271,0.0082,0.0945,1728,-0.004,-0.1138,632950.9449,-0.0249,1.1665,228,-0.0806,0.8095,0.868852459,-0.1978,0.8527
202110,6099,"stanislaus, ca",470000,0.0064,0.119,537,0.0937,0.2725,31,0,-0.138888889,528,0.0313,0.1,20,-0.2857,0,208,0.2381,0.7931,752,-0.0272,-0.1005,274.9644381,0.0027,0.1905,1764,0.0106,-0.0465,583071.6852,0.0173,0.0402,1289,0.0198,0.0246,1.400372439,-0.174,-0.5807
202110,53027,"grays harbor, wa",387000,0.0533,0.436,192,-0.0943,-0.0857,52,0.268292683,0.04,96,-0.3143,0.0435,4,,0,60,-0.25,0.875,233,0.013,0.1535,263.5327635,0.0662,0.477,1516,0.0066,-0.0294,445769.439,0.03,0.3188,425,-0.0385,0.0316,1.213541667,0.1286,0.2516
202110,39119,"muskingum, oh",179900,-0.0349,0.0107,128,0.219,0.0079,28,-0.164179104,-0.176470588,84,-0.16,0.05,0,,,64,1.2857,1,123,-0.0956,-0.1517,103.5645472,0.0301,0.1657,1748,-0.0541,0.0405,264367.5235,0.0487,0.2028,251,0.0415,-0.0772,0.9609375,-0.3343,-0.1808
202110,18177,"wayne, in",134900,0.0385,0.1741,124,0.0508,-0.2201,43,0.457627119,-0.022727273,64,-0.1579,-0.1111,0,,,36,-0.1,0.125,123,0.025,-0.0315,82.91457286,-0.0093,0.3022,1603,-0.0208,0.0171,160431.9231,0.0429,0.0138,247,0.0378,-0.1364,0.991935484,-0.025,0.1932
